property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
549,"г. Нефтегорск (Самар.), пр. Шолохова, д. 699 стр. 60, 418493",Квартира,188.9,2,20,1965,25:21:998043:620,"[{""owner_id"": 48, ""share"": 1.0}]"
550,"с. Северодвинск, ул. Р.Люксембург, д. 1/2 стр. 3/7, 013651",Квартира,181.3,2,9,1987,69:94:179392:655,"[{""owner_id"": 290, ""share"": 1.0}]"
551,"к. Магнитогорск, наб. Украинская, д. 567 к. 7, 524062",Дом,144.6,3,9,1970,19:45:914854:64,"[{""owner_id"": 142, ""share"": 1.0}]"
552,"к. Нефедова, пер. Спартака, д. 3/6 стр. 3/3, 190533",Квартира,66.5,3,6,2006,18:72:310416:625,"[{""owner_id"": 171, ""share"": 1.0}]"
553,"ст. Артем, пр. Дзержинского, д. 7/5 к. 6, 939652",Квартира,45.9,4,7,1963,66:43:208304:36,"[{""owner_id"": 252, ""share"": 1.0}]"
554,"д. Кимры, ул. Восьмого Марта, д. 624 к. 4, 290036",Коммерческое,65.1,4,1,2013,29:93:771440:1,"[{""owner_id"": 293, ""share"": 1.0}]"
555,"г. Борзя, ш. Дорожников, д. 82 стр. 3/7, 883958",Коммерческое,20.7,4,16,2005,61:18:666366:232,"[{""owner_id"": 200, ""share"": 0.66}, {""owner_id"": 137, ""share"": 0.23}, {""owner_id"": 78, ""share"": 0.11}]"
556,"д. Мураши, алл. Маяковского, д. 35, 161857",Квартира,122.1,3,11,1988,61:17:762985:982,"[{""owner_id"": 247, ""share"": 1.0}]"
557,"с. Бомнак, наб. Интернациональная, д. 254, 774473",Коммерческое,173.6,3,3,2008,47:92:312987:181,"[{""owner_id"": 188, ""share"": 1.0}]"
558,"к. Диксон, пр. Калинина, д. 671 к. 8, 449305",Коммерческое,54.4,4,4,1995,72:20:763529:449,"[{""owner_id"": 197, ""share"": 1.0}]"
559,"д. Тырныауз, алл. Омская, д. 783, 133892",Коммерческое,199.3,2,16,1999,18:79:774661:316,"[{""owner_id"": 72, ""share"": 0.25}, {""owner_id"": 19, ""share"": 0.75}]"
560,"д. Соль-Илецк, пер. Ягодный, д. 852 стр. 4/1, 862515",Квартира,26.7,1,11,1955,61:25:321960:827,"[{""owner_id"": 231, ""share"": 1.0}]"
561,"с. Мелеуз, наб. Сахалинская, д. 4 к. 9/1, 891567",Дом,189.2,5,5,2024,39:19:138669:754,"[{""owner_id"": 268, ""share"": 1.0}]"
562,"к. Омск, ул. Серафимовича, д. 7/3 к. 2/5, 362999",Дом,183.3,5,2,1981,99:93:236878:15,"[{""owner_id"": 10, ""share"": 1.0}]"
563,"клх Руза, наб. Интернациональная, д. 101 к. 8, 908352",Дом,167.7,1,15,1971,85:18:957525:838,"[{""owner_id"": 26, ""share"": 1.0}]"
564,"д. Шадринск, бул. Ленина, д. 3 к. 7, 884997",Коммерческое,163.9,2,3,1975,64:53:950941:856,"[{""owner_id"": 255, ""share"": 1.0}]"
565,"п. Ухта, ш. Папанина, д. 6 к. 28, 221797",Квартира,77.9,2,25,1955,85:32:451801:65,"[{""owner_id"": 206, ""share"": 0.88}, {""owner_id"": 167, ""share"": 0.05}, {""owner_id"": 62, ""share"": 0.07}]"
566,"к. Тура, алл. Микрорайон, д. 670 стр. 5, 143672",Дом,50.2,3,18,1971,66:41:710256:42,"[{""owner_id"": 73, ""share"": 1.0}]"
567,"г. Истра, алл. Красноармейская, д. 98 стр. 7, 193978",Квартира,22.8,4,3,1950,10:32:193471:724,"[{""owner_id"": 193, ""share"": 1.0}]"
568,"к. Чебаркуль, ш. Солнечное, д. 81, 905528",Дом,144.8,4,23,1966,36:28:770905:278,"[{""owner_id"": 146, ""share"": 1.0}]"
569,"д. Каргополь, ш. Королева, д. 958, 705326",Квартира,188.9,5,23,1954,86:33:852037:512,"[{""owner_id"": 211, ""share"": 1.0}]"
570,"г. Чайковский, ш. Российское, д. 338, 425513",Коммерческое,168.8,3,12,2003,10:81:347085:197,"[{""owner_id"": 46, ""share"": 1.0}]"
571,"д. Бийск, пер. Чернышевского, д. 181 стр. 6, 243736",Квартира,131.4,5,17,1978,69:90:791354:214,"[{""owner_id"": 272, ""share"": 1.0}]"
572,"клх Тутаев, алл. Воровского, д. 3/8 к. 935, 933539",Квартира,163.4,4,16,1972,30:95:145209:56,"[{""owner_id"": 100, ""share"": 1.0}]"
573,"клх Нальчик, наб. Парижской Коммуны, д. 854 стр. 61, 639792",Квартира,98.2,3,20,2008,15:23:876383:54,"[{""owner_id"": 146, ""share"": 1.0}]"
574,"ст. Гатчина, пр. Ленина, д. 16, 837727",Квартира,149.9,5,19,1991,63:35:883377:694,"[{""owner_id"": 91, ""share"": 0.49}, {""owner_id"": 81, ""share"": 0.14}, {""owner_id"": 15, ""share"": 0.37}]"
575,"д. Шадринск, ш. Циолковского, д. 1/6 к. 34, 644161",Квартира,62.7,4,7,1998,38:19:593869:600,"[{""owner_id"": 118, ""share"": 0.36}, {""owner_id"": 57, ""share"": 0.64}]"
576,"д. Славгород, бул. Логовой, д. 9 к. 7, 051038",Квартира,58.9,5,15,1972,59:57:243030:469,"[{""owner_id"": 224, ""share"": 1.0}]"
577,"с. Качканар, наб. Волгоградская, д. 7/4, 281444",Квартира,25.8,5,2,1985,27:24:993021:477,"[{""owner_id"": 184, ""share"": 0.26}, {""owner_id"": 139, ""share"": 0.74}]"
578,"д. Чегем, пер. Крупской, д. 70, 676490",Дом,59.6,3,20,1970,91:88:278190:592,"[{""owner_id"": 88, ""share"": 1.0}]"
579,"д. Уварово, пер. Смирнова, д. 6 к. 2, 587271",Квартира,126.5,4,9,1951,64:41:359870:336,"[{""owner_id"": 118, ""share"": 0.79}, {""owner_id"": 45, ""share"": 0.1}, {""owner_id"": 211, ""share"": 0.11}]"
580,"п. Анива, пр. Виноградный, д. 164 стр. 44, 873877",Коммерческое,190.3,5,1,2003,15:15:593515:752,"[{""owner_id"": 114, ""share"": 1.0}]"
581,"клх Кировск (Ленин.), пр. Дальневосточный, д. 8/1, 130909",Дом,165.7,1,15,2013,40:20:685616:772,"[{""owner_id"": 18, ""share"": 0.52}, {""owner_id"": 218, ""share"": 0.48}]"
582,"п. Тобольск, ш. Маркса Карла, д. 328 стр. 3/6, 204123",Квартира,43.9,3,8,1961,12:71:801534:313,"[{""owner_id"": 209, ""share"": 1.0}]"
583,"клх Новомичуринск, пр. Элеваторный, д. 244 к. 507, 932453",Коммерческое,154.5,1,15,2009,27:61:293929:809,"[{""owner_id"": 236, ""share"": 1.0}]"
584,"д. Старый Оскол, пер. Некрасова, д. 522 стр. 1/9, 264963",Квартира,89.3,3,17,1954,47:64:889460:277,"[{""owner_id"": 238, ""share"": 0.79}, {""owner_id"": 1, ""share"": 0.21}]"
585,"к. Быково (метеост.), ш. Победы, д. 52 к. 343, 118900",Коммерческое,163.0,1,20,1992,17:75:807424:373,"[{""owner_id"": 278, ""share"": 1.0}]"
586,"с. Тула, ул. Революции, д. 80 к. 728, 202009",Коммерческое,27.4,3,6,2021,18:81:843793:793,"[{""owner_id"": 57, ""share"": 0.39}, {""owner_id"": 197, ""share"": 0.61}]"
587,"с. Псков, алл. Ленинская, д. 4 стр. 9/1, 577950",Квартира,117.1,4,24,2024,99:36:889759:763,"[{""owner_id"": 172, ""share"": 1.0}]"
588,"с. Корсаков, наб. Первомайская, д. 873, 307221",Коммерческое,142.4,3,2,1958,57:54:574386:498,"[{""owner_id"": 165, ""share"": 0.82}, {""owner_id"": 181, ""share"": 0.18}]"
589,"д. Оленек, ул. Дорожников, д. 367 стр. 11, 546171",Дом,147.8,5,10,2007,89:57:938759:690,"[{""owner_id"": 63, ""share"": 1.0}]"
590,"с. Азов (Рост.), наб. Фрунзе, д. 16 к. 53, 225216",Квартира,71.9,1,4,1971,45:24:830943:152,"[{""owner_id"": 34, ""share"": 0.17}, {""owner_id"": 97, ""share"": 0.35}, {""owner_id"": 235, ""share"": 0.48}]"
591,"к. Иркутск, пер. Просторный, д. 520, 772690",Коммерческое,191.4,1,10,2003,97:79:238440:486,"[{""owner_id"": 105, ""share"": 1.0}]"
592,"с. Якша, наб. Мирная, д. 82 к. 2/8, 802455",Коммерческое,136.0,3,7,1958,12:39:975505:971,"[{""owner_id"": 228, ""share"": 1.0}]"
593,"с. Ахтубинск, ул. Веселая, д. 258, 686498",Дом,124.2,3,16,2017,80:66:580255:312,"[{""owner_id"": 172, ""share"": 1.0}]"
594,"с. Усть-Кулом, ш. 60 лет СССР, д. 83 к. 1/1, 474083",Квартира,162.1,2,16,1997,46:16:255544:362,"[{""owner_id"": 157, ""share"": 1.0}]"
595,"д. Выборг, ул. Папанина, д. 3 стр. 164, 698369",Коммерческое,186.3,5,10,1973,32:98:798724:814,"[{""owner_id"": 86, ""share"": 1.0}]"
596,"ст. Мурманск, наб. Угольная, д. 5/8, 821398",Квартира,27.4,3,19,1966,66:43:487629:189,"[{""owner_id"": 122, ""share"": 1.0}]"
597,"к. Рыльск, алл. Зеленая, д. 31, 720550",Коммерческое,77.0,3,5,1997,67:79:270495:547,"[{""owner_id"": 18, ""share"": 1.0}]"
598,"г. Биробиджан, ул. Достоевского, д. 74, 391900",Дом,187.6,2,15,1990,29:10:874368:560,"[{""owner_id"": 13, ""share"": 1.0}]"
599,"к. Глазов, ш. Центральное, д. 791 к. 33, 379897",Коммерческое,140.0,5,24,2006,53:98:217771:750,"[{""owner_id"": 170, ""share"": 0.82}, {""owner_id"": 152, ""share"": 0.08}, {""owner_id"": 243, ""share"": 0.1}]"
600,"г. Урай, наб. Чкалова, д. 886 стр. 7, 000998",Квартира,142.0,1,10,1953,61:89:981723:226,"[{""owner_id"": 21, ""share"": 1.0}]"
601,"п. Рязань, ул. Владимирская, д. 2/2, 519854",Дом,29.9,2,19,2017,38:45:305222:24,"[{""owner_id"": 48, ""share"": 1.0}]"
602,"ст. Хужир, алл. Пролетарская, д. 14 к. 653, 466075",Коммерческое,140.9,1,17,2000,34:72:433193:618,"[{""owner_id"": 229, ""share"": 1.0}]"
603,"к. Черемхово, наб. Черемушки, д. 8/3 стр. 910, 402818",Коммерческое,85.0,2,23,2004,57:59:490941:13,"[{""owner_id"": 29, ""share"": 1.0}]"
604,"клх Кизел, пр. Рязанский, д. 326 стр. 985, 745273",Дом,196.0,5,3,1977,66:63:942725:454,"[{""owner_id"": 180, ""share"": 1.0}]"
605,"с. Мирный, алл. Чайковского, д. 1/1, 129182",Коммерческое,181.4,2,19,1961,28:36:417960:487,"[{""owner_id"": 218, ""share"": 1.0}]"
606,"д. Гатчина, пр. Ленинский, д. 65 стр. 246, 079230",Дом,35.9,4,21,1984,63:32:682813:474,"[{""owner_id"": 269, ""share"": 0.85}, {""owner_id"": 172, ""share"": 0.07}, {""owner_id"": 34, ""share"": 0.08}]"
607,"с. Апшеронск, ул. Полярная, д. 38, 101232",Дом,72.1,4,2,1988,84:48:618101:573,"[{""owner_id"": 71, ""share"": 0.25}, {""owner_id"": 103, ""share"": 0.75}]"
608,"к. Верхний Уфалей, ул. Путевая, д. 1, 665344",Квартира,67.3,4,4,1986,63:32:615780:929,"[{""owner_id"": 115, ""share"": 0.73}, {""owner_id"": 14, ""share"": 0.27}]"
609,"к. Ижевск, пр. Маркса Карла, д. 74, 191530",Квартира,41.5,3,16,1958,86:56:709291:493,"[{""owner_id"": 126, ""share"": 1.0}]"
610,"клх Якша, бул. Некрасова, д. 3/5, 586176",Коммерческое,143.5,1,12,2015,83:12:986340:266,"[{""owner_id"": 133, ""share"": 1.0}]"
611,"к. Вологда, бул. Подлесный, д. 3/7 стр. 1/9, 665622",Квартира,77.5,2,12,1970,16:44:478707:430,"[{""owner_id"": 30, ""share"": 1.0}]"
612,"д. Саратов, ш. Щербакова, д. 5 к. 8/2, 903500",Квартира,72.2,5,21,1959,75:34:903673:644,"[{""owner_id"": 183, ""share"": 1.0}]"
613,"ст. Тихвин, пер. Клары Цеткин, д. 3 к. 63, 340466",Коммерческое,155.5,5,11,1990,97:48:384645:702,"[{""owner_id"": 49, ""share"": 1.0}]"
614,"п. Верхнее Пенжино, ш. Седова, д. 6 к. 55, 064411",Квартира,116.2,3,5,1951,27:76:395087:382,"[{""owner_id"": 186, ""share"": 1.0}]"
615,"ст. Каменск-Уральский, пер. Тихий, д. 47 стр. 563, 594882",Квартира,38.4,2,17,1978,34:81:743226:707,"[{""owner_id"": 211, ""share"": 0.84}, {""owner_id"": 175, ""share"": 0.16}]"
616,"д. Пятигорск, ул. Черемушки, д. 5/1 стр. 2, 021254",Коммерческое,156.1,1,14,2008,19:24:958620:135,"[{""owner_id"": 270, ""share"": 0.67}, {""owner_id"": 273, ""share"": 0.33}]"
617,"г. Кажим, ш. Красноармейское, д. 560, 037218",Дом,180.2,5,17,1993,32:48:130156:763,"[{""owner_id"": 246, ""share"": 0.65}, {""owner_id"": 179, ""share"": 0.12}, {""owner_id"": 160, ""share"": 0.23}]"
618,"г. Канск, ул. Проезжая, д. 997, 114003",Квартира,143.8,3,5,1976,26:20:545440:708,"[{""owner_id"": 114, ""share"": 0.79}, {""owner_id"": 66, ""share"": 0.21}]"
619,"ст. Гдов, ул. Минина, д. 997, 016259",Дом,156.3,1,7,1963,14:94:638421:608,"[{""owner_id"": 58, ""share"": 0.12}, {""owner_id"": 40, ""share"": 0.88}]"
620,"г. Черемхово, наб. Ульянова, д. 6 стр. 411, 535821",Дом,27.8,3,22,1951,22:25:731024:211,"[{""owner_id"": 61, ""share"": 1.0}]"
621,"п. Усть-Ордынский, бул. Сурикова, д. 872 стр. 237, 160881",Квартира,140.7,1,3,1968,45:84:464733:361,"[{""owner_id"": 103, ""share"": 1.0}]"
622,"п. Канск, пер. Серова, д. 8 стр. 2/9, 753076",Коммерческое,130.3,5,19,1958,22:84:900319:15,"[{""owner_id"": 257, ""share"": 1.0}]"
623,"п. Луга, ул. Осипенко, д. 8 стр. 502, 323622",Дом,50.9,5,1,1962,37:74:992649:725,"[{""owner_id"": 99, ""share"": 1.0}]"
624,"д. Ачинск, пер. Кошевого, д. 8 к. 7, 067516",Дом,141.2,1,6,1995,58:64:324682:527,"[{""owner_id"": 95, ""share"": 1.0}]"
625,"д. Ноглики, бул. Морской, д. 250 стр. 5/3, 107033",Дом,42.3,1,17,1967,73:56:838963:296,"[{""owner_id"": 58, ""share"": 1.0}]"
626,"ст. Троицк (Моск.), ш. Депутатское, д. 4 к. 498, 484813",Квартира,79.1,1,13,1986,68:86:871934:320,"[{""owner_id"": 21, ""share"": 1.0}]"
627,"к. Воткинск, пр. Линейный, д. 153 стр. 61, 675864",Квартира,119.7,3,14,1974,18:70:812120:377,"[{""owner_id"": 228, ""share"": 1.0}]"
628,"п. Эльтон, алл. Гоголя, д. 610 к. 814, 427896",Коммерческое,38.9,4,17,1960,25:28:513989:411,"[{""owner_id"": 252, ""share"": 1.0}]"
629,"с. Котельнич, наб. Ломоносова, д. 228 стр. 8/6, 239597",Коммерческое,186.6,2,3,1996,35:53:309991:610,"[{""owner_id"": 53, ""share"": 1.0}]"
630,"к. Кропоткин (Краснод.), пр. Трудовой, д. 3/4, 024465",Дом,150.5,3,25,2024,85:44:893041:809,"[{""owner_id"": 207, ""share"": 0.29}, {""owner_id"": 63, ""share"": 0.71}]"
631,"ст. Славянск-на-Кубани, алл. Подгорная, д. 2 к. 2/1, 308715",Коммерческое,191.0,4,17,1985,28:68:213284:126,"[{""owner_id"": 205, ""share"": 0.48}, {""owner_id"": 183, ""share"": 0.52}]"
632,"ст. Ставрополь, бул. Угловой, д. 1/4 стр. 575, 802741",Квартира,133.1,2,1,1962,16:18:622332:695,"[{""owner_id"": 255, ""share"": 1.0}]"
633,"клх Сибай, алл. Пархоменко, д. 329 стр. 5, 862728",Дом,128.8,3,5,1988,89:89:201013:779,"[{""owner_id"": 92, ""share"": 1.0}]"
634,"с. Пушкино (Моск.), наб. Геологическая, д. 476 к. 27, 538676",Дом,162.7,2,10,2013,72:74:374375:556,"[{""owner_id"": 267, ""share"": 1.0}]"
635,"д. Гремячинск (Перм.), пер. Автомобилистов, д. 1/7, 488693",Коммерческое,23.2,1,14,1965,59:67:429839:874,"[{""owner_id"": 277, ""share"": 1.0}]"
636,"клх Наро-Фоминск, ш. Белорусское, д. 1 к. 1, 739615",Квартира,25.9,5,22,1988,31:72:551601:138,"[{""owner_id"": 236, ""share"": 1.0}]"
637,"к. Алдан, алл. Космонавтов, д. 8/1 к. 9/8, 554261",Дом,157.5,5,22,2012,94:80:818666:553,"[{""owner_id"": 200, ""share"": 1.0}]"
638,"ст. Тулпан, алл. Байкальская, д. 4/7 к. 47, 022271",Коммерческое,173.8,5,2,2000,43:73:719755:995,"[{""owner_id"": 244, ""share"": 1.0}]"
639,"ст. Слюдянка, бул. Пожарского, д. 2/8 к. 162, 298514",Дом,77.7,1,19,1955,26:56:465823:829,"[{""owner_id"": 181, ""share"": 1.0}]"
640,"д. Усть-Калманка, ул. Грибоедова, д. 71, 392202",Дом,82.1,3,14,1994,17:94:356092:254,"[{""owner_id"": 14, ""share"": 0.4}, {""owner_id"": 175, ""share"": 0.6}]"
641,"г. Курган, бул. Розы Люксембург, д. 8, 068017",Коммерческое,35.3,1,10,1964,53:31:120669:552,"[{""owner_id"": 160, ""share"": 1.0}]"
642,"п. Валдай, алл. Подстанция, д. 150 к. 4, 267244",Коммерческое,175.4,5,17,2003,44:12:829765:481,"[{""owner_id"": 236, ""share"": 1.0}]"
643,"ст. Гаврилов-Ям, алл. Медицинская, д. 7/4 к. 183, 540259",Дом,122.7,3,19,1962,72:22:824423:692,"[{""owner_id"": 163, ""share"": 1.0}]"
644,"клх Шелехов, бул. Хвойный, д. 37, 281291",Коммерческое,166.1,3,6,1988,56:65:311559:509,"[{""owner_id"": 255, ""share"": 1.0}]"
645,"к. Барнаул, ш. Карла Либкнехта, д. 726 к. 7/6, 728453",Коммерческое,58.5,3,2,1988,83:61:943687:232,"[{""owner_id"": 39, ""share"": 1.0}]"
646,"д. Ялуторовск, наб. Солнечная, д. 1/9 стр. 5/1, 756020",Коммерческое,172.0,1,19,1993,44:18:693943:821,"[{""owner_id"": 48, ""share"": 1.0}]"
647,"д. Златоуст, ул. Мелиоративная, д. 61 стр. 4, 448909",Квартира,82.5,1,21,1988,74:48:553939:680,"[{""owner_id"": 219, ""share"": 1.0}]"
648,"п. Нижневартовск, алл. Ясная, д. 30, 510255",Дом,92.4,5,17,2008,95:80:289373:903,"[{""owner_id"": 103, ""share"": 1.0}]"
649,"г. Южно-Сахалинск, алл. Энтузиастов, д. 6 стр. 936, 393332",Квартира,123.8,2,22,2009,44:91:658596:829,"[{""owner_id"": 265, ""share"": 1.0}]"
650,"с. Жуковский, пр. Шахтерский, д. 680 стр. 31, 412907",Коммерческое,150.8,1,17,1975,56:69:254920:247,"[{""owner_id"": 223, ""share"": 1.0}]"
651,"к. Щельяюр, пер. Элеваторный, д. 412 стр. 7/4, 774954",Дом,93.8,1,21,1976,62:44:963723:294,"[{""owner_id"": 154, ""share"": 1.0}]"
652,"г. Оренбург, пер. Флотский, д. 893, 919226",Коммерческое,128.2,4,8,1964,29:34:129049:252,"[{""owner_id"": 132, ""share"": 1.0}]"
653,"клх Киржач, пр. Жуковского, д. 36, 475286",Дом,96.0,1,7,1970,44:27:130557:265,"[{""owner_id"": 159, ""share"": 0.49}, {""owner_id"": 238, ""share"": 0.51}]"
654,"г. Дмитров, ул. Шмидта, д. 173 стр. 399, 524032",Квартира,193.5,4,1,1957,20:50:730823:306,"[{""owner_id"": 143, ""share"": 0.24}, {""owner_id"": 282, ""share"": 0.76}]"
655,"к. Кириши, наб. Комсомольская, д. 2 к. 4, 191430",Квартира,91.4,2,8,1964,83:74:226502:535,"[{""owner_id"": 209, ""share"": 0.64}, {""owner_id"": 187, ""share"": 0.36}]"
656,"д. Славгород, алл. Лесхозная, д. 3/6 стр. 3, 188345",Коммерческое,65.3,1,8,1965,50:52:972765:599,"[{""owner_id"": 298, ""share"": 1.0}]"
657,"клх Алагир, ш. Клары Цеткин, д. 1/7 к. 7/4, 329986",Квартира,51.5,3,15,2002,42:85:158642:503,"[{""owner_id"": 121, ""share"": 0.27}, {""owner_id"": 217, ""share"": 0.73}]"
658,"к. Южно-Курильск, алл. 50 лет Октября, д. 9/5, 408585",Дом,118.2,4,22,1981,45:28:480631:487,"[{""owner_id"": 58, ""share"": 1.0}]"
659,"ст. Москва, пр. Дружба, д. 36 стр. 784, 292543",Коммерческое,26.3,1,23,1980,42:80:503376:317,"[{""owner_id"": 158, ""share"": 0.62}, {""owner_id"": 11, ""share"": 0.38}]"
660,"г. Черняховск, алл. Аэродромная, д. 62 к. 318, 624728",Коммерческое,42.0,2,15,1999,11:60:367946:309,"[{""owner_id"": 186, ""share"": 1.0}]"
661,"д. Красногорск (Моск.), бул. Полевой, д. 422, 149929",Дом,57.9,2,15,1990,92:62:927659:35,"[{""owner_id"": 121, ""share"": 1.0}]"
662,"д. Пушкинские Горы, алл. Сурикова, д. 726 к. 145, 632174",Дом,104.8,4,11,2004,22:30:832411:268,"[{""owner_id"": 42, ""share"": 1.0}]"
663,"клх Кирово-Чепецк, ул. Березовая, д. 493 стр. 4, 224711",Дом,128.4,5,24,1991,68:98:128679:781,"[{""owner_id"": 181, ""share"": 1.0}]"
664,"ст. Адыгейск, ул. Маркса Карла, д. 882 стр. 1/6, 461607",Коммерческое,99.8,2,1,2001,35:90:420389:322,"[{""owner_id"": 95, ""share"": 1.0}]"
665,"с. Лесной (Сверд.), бул. 40 лет Октября, д. 609, 723461",Квартира,64.9,2,20,2002,50:67:601602:895,"[{""owner_id"": 57, ""share"": 1.0}]"
666,"клх Домодедово, бул. Заозерный, д. 73, 094416",Дом,163.9,2,3,2003,57:33:512608:898,"[{""owner_id"": 134, ""share"": 0.65}, {""owner_id"": 89, ""share"": 0.35}]"
667,"п. Волгоград, наб. Томская, д. 2 к. 37, 768576",Квартира,23.7,1,18,1979,21:69:307897:269,"[{""owner_id"": 293, ""share"": 1.0}]"
668,"ст. Карпинск, пер. Гагарина, д. 19 к. 7, 755188",Дом,128.1,2,3,1997,31:82:223050:15,"[{""owner_id"": 87, ""share"": 0.42}, {""owner_id"": 26, ""share"": 0.58}]"
669,"г. Тавда, пер. Севастопольский, д. 34 стр. 924, 744417",Дом,41.3,2,7,1984,46:73:500633:134,"[{""owner_id"": 223, ""share"": 0.76}, {""owner_id"": 233, ""share"": 0.24}]"
670,"к. Нефтегорск (Самар.), ш. Щорса, д. 78 к. 8, 254853",Коммерческое,58.8,3,24,1974,63:33:528368:812,"[{""owner_id"": 106, ""share"": 1.0}]"
671,"с. Устюжна, ул. Бригадная, д. 3/4 стр. 5/2, 095385",Дом,62.4,4,8,1997,84:97:778675:470,"[{""owner_id"": 149, ""share"": 1.0}]"
672,"клх Курильск, ул. Черняховского, д. 4, 990093",Квартира,176.9,4,22,1977,59:64:871861:612,"[{""owner_id"": 241, ""share"": 1.0}]"
673,"к. Ростов, наб. Восьмого Марта, д. 2/5, 788443",Коммерческое,30.6,3,8,2010,55:87:803375:991,"[{""owner_id"": 49, ""share"": 1.0}]"
674,"с. Оймякон, пер. Микрорайон, д. 7, 672636",Коммерческое,88.6,4,22,1997,26:81:143122:595,"[{""owner_id"": 24, ""share"": 0.3}, {""owner_id"": 3, ""share"": 0.7}]"
675,"клх Макаров, ул. Жуковского, д. 802 стр. 3/2, 845078",Коммерческое,108.7,3,15,1966,21:50:844756:544,"[{""owner_id"": 87, ""share"": 1.0}]"
676,"к. Клин, пр. Панфилова, д. 450 к. 57, 983306",Квартира,76.4,2,16,1985,56:65:396668:925,"[{""owner_id"": 134, ""share"": 1.0}]"
677,"клх Каспийск, ш. Черемушки, д. 2/9, 226679",Квартира,76.8,4,25,1969,81:94:767578:818,"[{""owner_id"": 136, ""share"": 0.35}, {""owner_id"": 265, ""share"": 0.65}]"
678,"д. Амурск, пр. Тукая, д. 6/4 стр. 1, 739634",Квартира,29.8,2,2,2010,43:30:840255:479,"[{""owner_id"": 97, ""share"": 1.0}]"
679,"с. Апшеронск, ш. Островского, д. 1 стр. 3, 170486",Квартира,99.5,5,16,2008,73:24:986925:738,"[{""owner_id"": 254, ""share"": 1.0}]"
680,"клх Саров (Морд.), пр. Черняховского, д. 12, 629073",Дом,52.5,2,24,2015,44:82:795350:600,"[{""owner_id"": 64, ""share"": 0.17}, {""owner_id"": 179, ""share"": 0.83}]"
681,"клх Хасавюрт, алл. Папанина, д. 782 стр. 4, 717086",Коммерческое,158.0,2,14,1959,41:73:809790:97,"[{""owner_id"": 3, ""share"": 1.0}]"
682,"п. Пинега, наб. Авиационная, д. 939 стр. 41, 490145",Коммерческое,42.0,3,19,1963,51:29:130277:84,"[{""owner_id"": 14, ""share"": 0.65}, {""owner_id"": 146, ""share"": 0.35}]"
683,"г. Оленек, алл. Вишневая, д. 9 стр. 4/1, 498243",Дом,133.1,3,20,1950,52:15:788047:638,"[{""owner_id"": 246, ""share"": 1.0}]"
684,"ст. Белореченск, алл. Фабричная, д. 9/2 стр. 8/9, 664315",Коммерческое,70.9,1,24,1959,80:87:499917:95,"[{""owner_id"": 167, ""share"": 0.27}, {""owner_id"": 292, ""share"": 0.13}, {""owner_id"": 67, ""share"": 0.6}]"
685,"с. Краснодар, бул. Морской, д. 450 стр. 1/2, 092640",Квартира,193.7,4,3,1952,36:30:507374:799,"[{""owner_id"": 92, ""share"": 1.0}]"
686,"п. Архангельск, бул. Речной, д. 772 стр. 38, 824485",Квартира,73.7,4,24,1989,97:87:237664:368,"[{""owner_id"": 79, ""share"": 1.0}]"
687,"с. Домодедово, пер. Лазо, д. 57 стр. 916, 691961",Коммерческое,56.0,4,13,2010,44:82:729502:434,"[{""owner_id"": 189, ""share"": 1.0}]"
688,"с. Павловский Посад, ул. Спортивная, д. 40, 702634",Дом,130.5,4,21,2004,21:15:638277:350,"[{""owner_id"": 217, ""share"": 1.0}]"
689,"п. Мурманск, пр. Воронежский, д. 6 стр. 1/2, 042425",Квартира,72.3,4,3,2011,48:29:233997:701,"[{""owner_id"": 115, ""share"": 0.52}, {""owner_id"": 80, ""share"": 0.28}, {""owner_id"": 254, ""share"": 0.2}]"
690,"д. Ангарск, ул. Прудовая, д. 67 стр. 30, 976039",Квартира,185.1,5,4,2015,64:62:199074:476,"[{""owner_id"": 128, ""share"": 0.34}, {""owner_id"": 268, ""share"": 0.12}, {""owner_id"": 219, ""share"": 0.54}]"
691,"г. Дагомыс, алл. Менделеева, д. 3 к. 1, 536481",Дом,84.0,5,3,2014,12:24:876487:678,"[{""owner_id"": 292, ""share"": 1.0}]"
692,"ст. Лабытнанги, ул. Харьковская, д. 5/9 стр. 61, 738546",Дом,28.1,4,23,1988,50:85:859268:466,"[{""owner_id"": 94, ""share"": 1.0}]"
693,"п. Губаха, пр. Партизанский, д. 7/8, 491259",Квартира,58.0,1,24,1983,96:23:554871:548,"[{""owner_id"": 231, ""share"": 0.37}, {""owner_id"": 136, ""share"": 0.63}]"
694,"ст. Ивдель, бул. Березовый, д. 3, 226992",Квартира,22.4,4,15,2001,94:87:861173:499,"[{""owner_id"": 203, ""share"": 1.0}]"
695,"с. Пермь, пр. Макаренко, д. 63, 999299",Коммерческое,141.3,4,10,1961,26:27:114549:196,"[{""owner_id"": 185, ""share"": 1.0}]"
696,"к. Усть-Калманка, пр. Ушакова, д. 8/8 стр. 75, 413482",Коммерческое,194.7,1,7,2011,93:28:781301:248,"[{""owner_id"": 9, ""share"": 1.0}]"
697,"д. Котельнич, наб. Крымская, д. 29, 260001",Квартира,35.5,4,5,2010,64:12:222115:171,"[{""owner_id"": 276, ""share"": 1.0}]"
